"format","name","description","minting_tool","sensitive_content","series_number","series_total","attributes","collection","hash"
"CHIP-0007","sai baba","","SuperMinter/2.5.2",false,"93",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","omo pastor","","SuperMinter/2.5.2",false,"94",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","obi container","","SuperMinter/2.5.2",false,"95",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","erigga international","","SuperMinter/2.5.2",false,"96",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","ayo web3 bro","","SuperMinter/2.5.2",false,"97",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","phoebe queen bee","","SuperMinter/2.5.2",false,"98",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","rachel warri babe","","SuperMinter/2.5.2",false,"99",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","adun preacher","","SuperMinter/2.5.2",false,"100",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","","","SuperMinter/2.5.2",false,"",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","","","SuperMinter/2.5.2",false,"TEAM CHISEL",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","adebola omo oba","Adebola loves soft life with her fathers wealth","SuperMinter/2.5.2",false,"101",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","chichi the dancer","Chichi loves dancing and party","SuperMinter/2.5.2",false,"102",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","hammed the farmer","Hammed owns a farm with his family","SuperMinter/2.5.2",false,"103",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","farida the tivlady","Farada is a traditional TIv woman","SuperMinter/2.5.2",false,"104",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","hannah the singer","Hannah loves singing and belongs to choir","SuperMinter/2.5.2",false,"105",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","nonso the igbogirl","Nonso is an Igbo girl that loves money","SuperMinter/2.5.2",false,"106",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","shade olori","Shade loves soft life and makeup","SuperMinter/2.5.2",false,"107",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","quadri the teacher","Quadri is a devoted teacher that teaches mathematics","SuperMinter/2.5.2",false,"108",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","Ifeanyi the dj","Ifeanyi is a music dj that performs at events","SuperMinter/2.5.2",false,"109",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","fayo the yorubademon","Fayo is a youruba demon that breaks hearts","SuperMinter/2.5.2",false,"110",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","nkechi the actress","Nkechi is an internation actress that acts in hollywood","SuperMinter/2.5.2",false,"111",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","hamzat the mallam","Hamsat is a mallam that changes money","SuperMinter/2.5.2",false,"112",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","nnena pretty girl","Nnena is beautiful girl that loves to talk about her beauty","SuperMinter/2.5.2",false,"113",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","tunde the boss","Tunde is a boss that orders her helps around","SuperMinter/2.5.2",false,"114",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","nnamdi the barber","Nnamdi is a baber that does celebrity haircuts","SuperMinter/2.5.2",false,"115",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","amaka the hypepriestess","Amaka is a very hyper that she hypes in the clubs","SuperMinter/2.5.2",false,"116",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","kemi foodie","Kemi loves food but cannot cook","SuperMinter/2.5.2",false,"117",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","ada the fashionister","Ada loves fashion that she rarely repeats cloths","SuperMinter/2.5.2",false,"118",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","kayode the baller","Kayode loves life and lives it","SuperMinter/2.5.2",false,"119",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","kola of lagos","Kola is the life of the party everywhere he is","SuperMinter/2.5.2",false,"120",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","","","SuperMinter/2.5.2",false,"",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","","","SuperMinter/2.5.2",false,"TEAM BRAINBOX",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","azikiwe popular trader","Azikiwe is a popular trader","SuperMinter/2.5.2",false,"121",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","obasanjo funny guy","Obasanjo is so hilarious","SuperMinter/2.5.2",false,"122",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","yakubu village chief","Yakubu is the village chieftain","SuperMinter/2.5.2",false,"123",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","abacha loves smoking","Abacha loves taking pipe","SuperMinter/2.5.2",false,"124",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","johnathan good leader","A very progressive young man with positivity","SuperMinter/2.5.2",false,"125",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","johnathan genz kid","A child of the moment , all fun and cruise","SuperMinter/2.5.2",false,"126",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","eddy the community","Man of the people","SuperMinter/2.5.2",false,"127",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","olu the oba","The oba of Ofuk kingdom","SuperMinter/2.5.2",false,"128",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","edu the biggest trader","The biggest merchant in west coast","SuperMinter/2.5.2",false,"129",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
"CHIP-0007","james importer and exporter","Sole importer and exporter of spare parts in Africa","SuperMinter/2.5.2",false,"130",1000,"","{""name"":""Example Pokémon Collection"",""id"":""e43fcfe6-1d5c-4d6e-82da-5de3aa8b3b57"",""attributes"":[{""type"":""description"",""value"":""Example Pokémon Collection is the best Pokémon collection. Get yours today!""},{""type"":""icon"",""value"":""https://examplepokemoncollection.com/image/icon.png""},{""type"":""banner"",""value"":""https://examplepokemoncollection.com/image/banner.png""},{""type"":""twitter"",""value"":""ExamplePokemonCollection""},{""type"":""website"",""value"":""https://examplepokemoncollection.com/""}]}","4ea5c508a6566e76240543f8feb06fd457777be39549c4016436afda65d2330e"
